Name,ID,Resid,int IParticleId,Headresid,palette,nLevel,type,camp,exp,expcoefficient,prizeholdstrategy,Speed_B,attackspeed,hp,mp,Close_A,Powder_A,Magic_A,Builder_A,Close_D,Powder_D,Magic_D,Builder_D_B,Base_D,Ω¸’Ω±©ª˜¬ ,ª“©±©ª˜¬ ,ƒß∑®±©ª˜¬ ,π•≥«±©ª˜¬ ,Ω¸’Ω±©ª˜µ»º∂,ª“©±©ª˜µ»º∂,ƒß∑®±©ª˜µ»º∂,π•≥«±©ª˜µ»º∂,Dead_Def,±©ª˜…À∫¶º”≥…¬ ,hit,dodge,Aiid,nBeAttackRadius ,nWinPoint,nWinMorale,nWinMoney,nGetExploit,EXPLOIT,nGetMoney,CanTalk,nCanntDie,lTalkResId,lBuildRadius,int nBornMsgType;,int nDieMsgType;,isBOSS,nNoOccupant,nUpShowResID,FissionMonster,int nShowName,ShowLevel,nOpenSoundID,nCloseSoundID,CanntSelected
,814059,,,444,,59,4,2,,,5,360,900,17459,,,604,,,,,,,,,,,,,,,,190,,1000,,0,0,,,,369,1106,,,,,,,,,,,,1,1,,,
,814060,,,444,,60,4,2,,,5,360,900,17776,,,613,,,,,,,,,,,,,,,,190,,1000,,0,0,,,,403,1208,,,,,,,,,,,,1,1,,,
,814061,,,444,,61,4,2,,,5,360,900,19261,,,612,,,,,,,,,,,,,,,,200,,1000,,0,0,,,,414,1241,,,,,,,,,,,,1,1,,,
,814062,,,444,,62,4,2,,,5,360,900,19878,,,631,,,,,,,,,,,,,,,,200,,1000,,0,0,,,,425,1273,,,,,,,,,,,,1,1,,,
,814063,,,444,,63,4,2,,,5,360,900,20514,,,650,,,,,,,,,,,,,,,,200,,1000,,0,0,,,,436,1306,,,,,,,,,,,,1,1,,,
,814064,,,444,,64,4,2,,,5,360,900,21131,,,669,,,,,,,,,,,,,,,,200,,1000,,0,0,,,,447,1339,,,,,,,,,,,,1,1,,,
,814065,,,444,,65,4,2,,,5,360,900,21748,,,689,,,,,,,,,,,,,,,,200,,1000,,0,0,,,,457,1371,,,,,,,,,,,,1,1,,,
,814066,,,444,,66,4,2,,,5,360,900,23701,,,708,,,,,,,,,,,,,,,,148,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814067,,,444,,67,4,2,,,5,360,900,24354,,,727,,,,,,,,,,,,,,,,148,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814068,,,444,,68,4,2,,,5,360,900,25007,,,746,,,,,,,,,,,,,,,,148,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814069,,,444,,69,4,2,,,5,360,900,25681,,,766,,,,,,,,,,,,,,,,161,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814070,,,444,,70,4,2,,,5,360,900,26354,,,785,,,,,,,,,,,,,,,,161,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814071,,,444,,71,4,2,,,5,360,900,28487,,,804,,,,,,,,,,,,,,,,194,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814072,,,444,,72,4,2,,,5,360,900,29218,,,823,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814073,,,444,,73,4,2,,,5,360,900,29887,,,843,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814074,,,444,,74,4,2,,,5,360,900,30598,,,862,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814075,,,444,,75,4,2,,,5,360,900,31287,,,881,,,,,,,,,,,,,,,,219,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814076,,,444,,76,4,2,,,5,360,900,33682,,,896,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814077,,,444,,77,4,2,,,5,360,900,35574,,,935,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814078,,,444,,78,4,2,,,5,360,900,37510,,,975,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814079,,,444,,79,4,2,,,5,360,900,39424,,,1014,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814080,,,444,,80,4,2,,,5,360,900,41316,,,1053,,,,,,,,,,,,,,,,232,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814081,,,444,,81,4,2,,,5,360,900,45415,,,1092,,,,,,,,,,,,,,,,178,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814082,,,444,,82,4,2,,,5,360,900,47401,,,1131,,,,,,,,,,,,,,,,178,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814083,,,444,,83,4,2,,,5,360,900,49434,,,1170,,,,,,,,,,,,,,,,178,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814084,,,444,,84,4,2,,,5,360,900,51444,,,1210,,,,,,,,,,,,,,,,192,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,814085,,,444,,85,4,2,,,5,360,900,53430,,,1248,,,,,,,,,,,,,,,,272,,1000,,0,0,,,,0,0,,,,,,,,,,,,1,1,,,
,815001,,,444,,1,4,2,,,5,400,1000,200,,1,,,,,,,,0,,,,,,,,,70,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815002,,,444,,2,4,2,,,5,400,1000,321,,2,,,,,,,,0,,,,,,,,,70,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815003,,,444,,3,4,2,,,5,400,1000,442,,4,,,,,,,,0,,,,,,,,,70,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815004,,,444,,4,4,2,,,5,400,1000,563,,6,,,,,,,,0,,,,,,,,,97,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815005,,,444,,5,4,2,,,5,400,1000,684,,9,,,,,,,,0,,,,,,,,,97,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815006,,,444,,6,4,2,,,5,400,1000,805,,14,,,,,,,,0,,,,,,,,,150,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815007,,,444,,7,4,2,,,5,400,1000,926,,18,,,,,,,,0,,,,,,,,,150,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815008,,,444,,8,4,2,,,5,400,1000,1047,,23,,,,,,,,0,,,,,,,,,150,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815009,,,444,,9,4,2,,,5,400,1000,1168,,29,,,,,,,,0,,,,,,,,,150,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815010,,,444,,10,4,2,,,5,400,1000,1289,,36,,,,,,,,0,,,,,,,,,176,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
Õ≠ø«ÀÈ Ø≥µ(»ŒŒÒ),815011,21128,,444,,11,4,2,,,5,400,1000,1410,,45,,,,,,,,0,,,,,,,,,110,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
Œ¡“ﬂ∑¢…‰∆˜(»ŒŒÒ),815012,16281,,444,,12,4,2,,,5,400,1000,1531,,56,,,,,,,,0,,,,,,,,,110,,1000,,2191,0,,,,,,,,,,,,,1,,,,1,,,,
,815013,,,444,,13,4,2,,,5,400,1000,1652,,64,,,,,,,,0,,,,,,,,,110,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
µ¡‘ÙÕ≈∂æ∆¯¬Ø(»ŒŒÒ),815014,25594,,444,,14,4,2,,,5,400,1000,1773,,73,,,,,,,,0,,,,,,,,,120,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815015,,,444,,15,4,2,,,5,400,1000,1894,,84,,,,,,,,0,,,,,,,,,120,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
˜˙ Û∑•ƒæ◊‹π‹∫⁄Œ≤(»ŒŒÒ),815016,25354,,444,,16,4,2,,,5,400,1000,2015,,95,,,,,,,,5,,,,,,,,,147,,1000,,2190,0,,,,,,,,,,,,,1,,,,1,,,,
ª◊◊æﬁÚ·≥§—¿(»ŒŒÒ),815017,2703,,444,,17,4,2,,,5,400,1000,2136,,105,,,,,,,,6,,,,,,,,,167,,1000,,2328,0,,,,,,,,,,,,,1,,,,1,,,,
,815018,,,444,,18,4,2,,,5,400,1000,2257,,115,,,,,,,,7,,,,,,,,,167,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815019,,,444,,19,4,2,,,5,400,1000,2378,,125,,,,,,,,10,,,,,,,,,167,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815020,,,444,,20,4,2,,,5,400,1000,2499,,135,,,,,,,,15,,,,,,,,,167,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
∂Ò¡È(ªÓ∂Ø),815021,16536,,444,,19,4,2,,,6,400,1000,2354.22,,125,,,,,,,,10,,,,,,,,,177,,1000,,2201,0,,,,42,42,,,,,,,,1,,,,1,,,,
,815022,,,444,,22,4,2,,,5,400,1000,2741,,157,,,,,,,,21,,,,,,,,,177,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
∂Ò¡È(ªÓ∂Ø),815023,16536,,444,,20,4,2,,,6,400,1000,2474.01,,135,,,,,,,,15,,,,,,,,,177,,1000,,2201,0,,,,44,44,,,,,,,,1,,,,1,,,,
,815024,,,444,,24,4,2,,,5,400,1000,2983,,179,,,,,,,,30,,,,,,,,,177,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
∂Ò¡È(ªÓ∂Ø),815025,16536,,444,,21,4,2,,,6,400,1000,2593.8,,145,,,,,,,,17,,,,,,,,,177,,1000,,2201,0,,,,52,52,,,,,,,,1,,,,1,,,,
µÿæ´¥Ô∆Ê(»ŒŒÒ),815026,16686,,444,,26,4,2,,,5,400,1000,3233,,205,,,,,,,,45,,,,,,,,,118,,1000,,2159,0,,,,,,,,,,,,,1,,,,1,,,,
π•≥«≥µ(»ŒŒÒ),815027,21128,,444,,27,4,2,,,5,400,1000,3304,,215,,,,,,,,56,,,,,,,,,118,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
ƒ·¬≥(»ŒŒÒ),815028,12104,,444,,28,4,2,,,5,400,1000,3376,,226,,,,,,,,64,,,,,,,,,118,,1000,,2159,0,,,,,,,,,,,,,1,,,,1,,,,
,815029,,,444,,29,4,2,,,5,400,1000,3447,,237,,,,,,,,73,,,,,,,,,128,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815030,,,444,,30,4,2,,,5,400,1000,3556,,249,,,,,,,,84,,,,,,,,,128,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
∑•ƒæ≥µøÿ÷∆∆˜(»ŒŒÒ),815031,24953,,444,,31,4,2,,,5,400,1000,3690,,261,,,,,,,,95,,,,,,,,,154,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
æﬁÚ·µƒµ∞(»ŒŒÒ),815032,24947,,444,,32,4,2,,,5,400,1000,3800,,275,,,,,,,,105,,,,,,,,,174,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
π˛ƒ∑(»ŒŒÒ),815033,16652,,444,,33,4,2,,,5,400,1000,3920,,286,,,,,,,,115,,,,,,,,,174,,1000,,2159,0,,,,,,,,,,,,,1,,,,1,,,,
,815034,,,444,,34,4,2,,,5,400,1000,4050,,297,,,,,,,,125,,,,,,,,,174,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
ƒ‡∞Õπ÷πæ‡‡(»ŒŒÒ),815035,16699,,444,,35,4,2,,,5,400,1000,4200,,374,,,,,,,,162,,,,,,,,,174,,1000,,2159,0,,,,,,,,,,,,,1,,,,1,,,,
µ¡‘ÙÕ≈’ ≈Ò(»ŒŒÒ),815036,25038,,444,,36,4,2,,,5,400,1000,4320,,388,,,,,,,,174,,,,,,,,,184,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
ªÍ ﬁ(ªÓ∂Ø),815037,12115,,444,,32,4,2,,,6,400,1000,3135,,275,,,,,,,,105,,,,,,,,,184,,1000,,2201,0,,,,202,202,,,,,,,,1,,,,1,,,,
ªÍ ﬁ(ªÓ∂Ø),815038,12115,,444,,33,4,2,,,6,400,1000,3234,,286,,,,,,,,115,,,,,,,,,184,,1000,,2201,0,,,,212,212,,,,,,,,1,,,,1,,,,
ªÍ ﬁ(ªÓ∂Ø),815039,12115,,444,,34,4,2,,,6,400,1000,3341.25,,297,,,,,,,,125,,,,,,,,,184,,1000,,2201,0,,,,221,221,,,,,,,,1,,,,1,,,,
,815040,,,444,,40,4,2,,,5,400,1000,4900,,444,,,,,,,,234,,,,,,,,,184,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
ƒÒŒ—(»ŒŒÒ),815041,29049,,444,,41,4,2,,,5,400,1000,6674.2,,458,,,,,,,,246,,,,,,,,,184,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
 ≥ËŒÔŒ¨øÀ(»ŒŒÒ),815042,29049,,444,,42,4,2,,,5,400,1000,7047.3,,472,,,,,,,,258,,,,,,,,,184,,1000,,2192,0,,,,,,,,,,,,,1,,,,1,,,,
,815043,,,444,,43,4,2,,,5,400,1000,7455.5,,482,,,,,,,,271,,,,,,,,,184,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
»˝“∂≥Ê˜º˜√ƒßæ˝÷˜(»ŒŒÒ),815044,31006,,444,,44,4,2,,,5,400,1000,7897.5,,494,,,,,,,,284,,,,,,,,,184,,1000,,2192,0,,,,,,,,,,,,,1,,,,1,,,,
,815045,,,444,,45,4,2,,,5,400,1000,8385,,510,,,,,,,,299,,,,,,,,,184,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815046,,,444,,46,4,2,,,5,400,1000,8905,,523,,,,,,,,313,,,,,,,,,184,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
ø›≤›≥µ(»ŒŒÒ),815047,29049,,444,,47,4,2,,,5,400,1000,9505.6,,540,,,,,,,,330,,,,,,,,,184,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
Ú˘Úƒßπ≠ÂÛ±¯Õ∑ƒø—™◊¶(»ŒŒÒ),815048,31601,,444,,48,4,2,,,5,400,1000,9965.8,,,554,,,,,,,343,,,,,,,,,184,,1000,,2236,0,,,,,,,,,,,,,1,,,,1,,,,
,815049,,,444,,49,4,2,,,5,400,1000,10413,,574,,,,,,,,356,,,,,,,,,184,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
—“ƒß’Ω ø ◊¡ÏÃ˙±€(»ŒŒÒ),815050,2837,,444,,50,4,2,,,5,400,1000,10856.3,,588,,,,,,,,374,,,,,,,,,184,,1000,,2192,0,,,,,,,,,,,,,1,,,,1,,,,
Õˆ¡È∆Ô ø ◊¡ÏπÌ≈€(»ŒŒÒ),815051,17170,,444,,51,4,2,,,5,400,1000,11265.8,,602,,,,,,,,388,,,,,,,,,130,,1000,,2160,0,,,,,,,,,,,,,1,,,,1,,,,
,815052,,,444,,52,4,2,,,5,400,1000,11701.3,,626,,,,,,,,402,,,,,,,,,130,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815053,,,444,,53,4,2,,,5,400,1000,12226.5,,649,,,,,,,,415,,,,,,,,,130,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815054,,,444,,54,4,2,,,5,400,1000,12755.6,,676,,,,,,,,430,,,,,,,,,141,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815055,,,444,,55,4,2,,,5,400,1000,13388.7,,700,,,,,,,,444,,,,,,,,,141,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815056,,,444,,56,4,2,,,5,400,1000,13791.83,,730,,,,,,,,457.32,,,,,,,,,169,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815057,,,444,,57,4,2,,,5,400,1000,14194.96,,760,,,,,,,,470.64,,,,,,,,,190,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815058,,,444,,58,4,2,,,5,400,1000,14598.09,,790,,,,,,,,483.96,,,,,,,,,190,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815059,,,444,,59,4,2,,,5,400,1000,15001.22,,820,,,,,,,,497.28,,,,,,,,,190,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815060,,,444,,60,4,2,,,5,400,1000,15404.35,,850,,,,,,,,510.6,,,,,,,,,190,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815061,,,444,,61,4,2,,,5,400,1000,15807.48,,880,,,,,,,,523.92,,,,,,,,,200,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815062,,,444,,62,4,2,,,5,400,1000,16210.61,,910,,,,,,,,537.24,,,,,,,,,200,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815063,,,444,,63,4,2,,,5,400,1000,16613.74,,940,,,,,,,,550.56,,,,,,,,,200,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815064,,,444,,64,4,2,,,5,400,1000,17016.87,,960,,,,,,,,563.88,,,,,,,,,200,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815065,,,444,,65,4,2,,,5,400,1000,17420,,1000,,,,,,,,577.2,,,,,,,,,200,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815066,,,444,,66,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,148,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815067,,,444,,67,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,148,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815068,,,444,,68,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,148,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815069,,,444,,69,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,161,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815070,,,444,,70,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,161,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815071,,,444,,71,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,194,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815072,,,444,,72,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,219,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815073,,,444,,73,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,219,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815074,,,444,,74,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,219,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815075,,,444,,75,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,219,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815076,,,444,,76,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,232,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815077,,,444,,77,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,232,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815078,,,444,,78,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,232,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815079,,,444,,79,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,232,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815080,,,444,,80,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,232,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815081,,,444,,81,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,178,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815082,,,444,,82,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,178,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815083,,,444,,83,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,178,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815084,,,444,,84,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,192,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,815085,,,444,,85,4,2,,,5,400,1000,0,,0,,,,,,,,0,,,,,,,,,272,,1000,,,0,,,,,,,,,,,,,1,,,,1,,,,
,816001,,,444,,1,4,2,,,5,360,900,200,,1,,,,0,,,,0,,,,,,,,,70,,1000,,2145,0,,,,1,3,,,,,,,,,,,,1,1,,,
,816002,,,444,,2,4,2,,,5,360,900,321,,2,,,,0,,,,0,,,,,,,,,70,,1000,,2145,0,,,,2,6,,,,,,,,,,,,1,1,,,
,816003,,,444,,3,4,2,,,5,360,900,442,,4,,,,0,,,,0,,,,,,,,,70,,1000,,2145,0,,,,3,9,,,,,,,,,,,,1,1,,,
,816004,,,444,,4,4,2,,,5,360,900,563,,6,,,,0,,,,0,,,,,,,,,97,,1000,,2145,0,,,,4,12,,,,,,,,,,,,1,1,,,
,816005,,,444,,5,4,2,,,5,360,900,684,,9,,,,0,,,,0,,,,,,,,,97,,1000,,2145,0,,,,5,15,,,,,,,,,,,,1,1,,,
,816006,,,444,,6,4,2,,,5,360,900,805,,14,,,,0,,,,0,,,,,,,,,150,,1000,,2145,0,,,,6,18,,,,,,,,,,,,1,1,,,
,816007,,,444,,7,4,2,,,5,360,900,926,,18,,,,0,,,,0,,,,,,,,,150,,1000,,2145,0,,,,7,21,,,,,,,,,,,,1,1,,,
,816008,,,444,,8,4,2,,,5,360,900,1047,,23,,,,0,,,,0,,,,,,,,,150,,1000,,2145,0,,,,8,24,,,,,,,,,,,,1,1,,,
,816009,,,444,,9,4,2,,,5,360,900,1168,,29,,,,0,,,,0,,,,,,,,,150,,1000,,2145,0,,,,9,27,,,,,,,,,,,,1,1,,,
,816010,,,444,,10,4,2,,,5,360,900,1289,,36,,,,0,,,,0,,,,,,,,,176,,1000,,2145,0,,,,10,30,,,,,,,,,,,,1,1,,,
,816011,,,444,,11,4,2,,,5,400,900,1410,,45,,,,0,,,,0,,,,,,,,,110,,1000,,2146,0,,,,12,36,,,,,,,,,,,,1,1,,,
,816012,,,444,,12,4,2,,,5,400,900,1531,,56,,,,0,,,,0,,,,,,,,,110,,1000,,2146,0,,,,14,42,,,,,,,,,,,,1,1,,,
,816013,,,444,,13,4,2,,,5,400,900,1652,,64,,,,0,,,,0,,,,,,,,,110,,1000,,2146,0,,,,16,48,,,,,,,,,,,,1,1,,,
,816014,,,444,,14,4,2,,,5,400,900,1773,,73,,,,0,,,,0,,,,,,,,,120,,1000,,2146,0,,,,18,54,,,,,,,,,,,,1,1,,,
,816015,,,444,,15,4,2,,,5,400,900,1894,,84,,,,0,,,,0,,,,,,,,,120,,1000,,2146,0,,,,20,60,,,,,,,,,,,,1,1,,,
,816016,,,444,,16,4,2,,,5,400,900,2015,,95,,,,0,,,,5,,,,,,,,,147,,1000,,2146,0,,,,22,66,,,,,,,,,,,,1,1,,,
,816017,,,444,,17,4,2,,,5,400,900,2136,,105,,,,0,,,,6,,,,,,,,,167,,1000,,2146,0,,,,24,72,,,,,,,,,,,,1,1,,,
,816018,,,444,,18,4,2,,,5,400,900,2257,,115,,,,0,,,,7,,,,,,,,,167,,1000,,2146,0,,,,26,78,,,,,,,,,,,,1,1,,,
,816019,,,444,,19,4,2,,,5,400,900,2378,,125,,,,0,,,,10,,,,,,,,,167,,1000,,2146,0,,,,28,84,,,,,,,,,,,,1,1,,,
,816020,,,444,,20,4,2,,,5,400,900,2499,,135,,,,0,,,,15,,,,,,,,,167,,1000,,2146,0,,,,30,90,,,,,,,,,,,,1,1,,,
,816021,,,444,,21,4,2,,,5,400,900,2620,,145,,,,0,,,,17,,,,,,,,,177,,1000,,2146,0,,,,33,99,,,,,,,,,,,,1,1,,,
,816022,,,444,,22,4,2,,,5,400,900,2741,,157,,,,0,,,,21,,,,,,,,,177,,1000,,2146,0,,,,36,108,,,,,,,,,,,,1,1,,,
,816023,,,444,,23,4,2,,,5,400,900,2862,,168,,,,0,,,,23,,,,,,,,,177,,1000,,2146,0,,,,39,117,,,,,,,,,,,,1,1,,,
,816024,,,444,,24,4,2,,,5,400,900,2983,,179,,,,0,,,,30,,,,,,,,,177,,1000,,2146,0,,,,42,126,,,,,,,,,,,,1,1,,,
,816025,,,444,,25,4,2,,,5,400,900,3100,,195,,,,0,,,,39,,,,,,,,,177,,1000,,2146,0,,,,45,135,,,,,,,,,,,,1,1,,,
,816026,,,444,,26,4,2,,,5,400,900,3233,,205,,,,0,,,,45,,,,,,,,,118,,1000,,2147,0,,,,66,198,,,,,,,,,,,,1,1,,,
,816027,,,444,,27,4,2,,,5,400,900,3304,,215,,,,0,,,,56,,,,,,,,,118,,1000,,2147,0,,,,71,212,,,,,,,,,,,,1,1,,,
,816028,,,444,,28,4,2,,,5,400,900,3376,,226,,,,0,,,,64,,,,,,,,,118,,1000,,2147,0,,,,75,225,,,,,,,,,,,,1,1,,,
,816029,,,444,,29,4,2,,,5,400,900,3447,,237,,,,0,,,,73,,,,,,,,,128,,1000,,2147,0,,,,80,238,,,,,,,,,,,,1,1,,,
,816030,,,444,,30,4,2,,,5,400,900,3556,,249,,,,0,,,,84,,,,,,,,,128,,1000,,2147,0,,,,84,251,,,,,,,,,,,,1,1,,,
,816031,,,444,,31,4,2,,,5,400,900,3690,,261,,,,0,,,,95,,,,,,,,,154,,1000,,2147,0,,,,96,288,,,,,,,,,,,,1,1,,,
,816032,,,444,,32,4,2,,,5,400,900,3800,,275,,,,0,,,,105,,,,,,,,,174,,1000,,2147,0,,,,101,303,,,,,,,,,,,,1,1,,,
,816033,,,444,,33,4,2,,,5,400,900,3920,,286,,,,0,,,,115,,,,,,,,,174,,1000,,2147,0,,,,106,317,,,,,,,,,,,,1,1,,,
,816034,,,444,,34,4,2,,,5,400,900,4050,,297,,,,0,,,,125,,,,,,,,,174,,1000,,2147,0,,,,111,332,,,,,,,,,,,,1,1,,,
∂Òƒß÷Æ◊”,816035,28733,,444,,35,4,2,,,5,400,900,4200,,374,,,,0,,,,162,,,,,,,,,174,,1000,,2307,0,,,,116,346,,,,,,,,,,,,1,1,,,
ª√”∞¥ÃøÕ,816036,30571,,444,,36,4,2,,,5,400,900,4320,,388,,,,0,,,,174,,,,,,,,,184,,1000,,2295,0,,,,141,422,,,,,,,,,,,,1,1,,,
,816037,,,444,,37,4,2,,,5,400,900,4480,,402,,,,0,,,,188,,,,,,,,,184,,1000,,,0,,,,147,441,,,,,,,,,,,,1,1,,,
ª√”∞Ω£ ø,816038,30508,,444,,38,4,2,,,5,400,900,4620,,415,,,,0,,,,202,,,,,,,,,184,,1000,,2295,0,,,,154,461,,,,,,,,,,,,1,1,,,
ª√”∞Ω£ ø,816039,30508,,444,,39,4,2,,,5,400,900,4780,,430,,,,0,,,,215,,,,,,,,,184,,1000,,2295,0,,,,160,480,,,,,,,,,,,,1,1,,,
ª√”∞÷«ÃÏ π,816040,30462,,444,,40,4,2,,,5,400,900,4900,,444,,,,0,,,,234,,,,,,,,,184,,1000,,2295,0,,,,167,500,,,,,,,,,,,,1,1,,,
ª√”∞÷«ÃÏ π,816041,30462,,444,,41,4,2,,,5,400,900,5134,,458,,,,55,,,,246,,,,,,,,,184,,1000,,2296,0,,,,186,558,,,,,,,,,,,,1,1,,,
ª√”∞¡¶ÃÏ π,816042,30387,,444,,42,4,2,,,5,400,900,5421,,472,,,,56,,,,258,,,,,,,,,184,,1000,,2296,0,,,,194,582,,,,,,,,,,,,1,1,,,
