物品ID,名字,描述(31汉字),物品详细描述（127汉字）,物品类型描述,物品栏图片,物品栏图片,物品栏图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,为1表示：物品不可以丢弃销毁,出售标志,买入价格,购物卷买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切换地图是否消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,生活材料描述
80411,二档工具学习通用卷,生活技能小能力学习卷轴,,生活小能力学习卷轴,57045,57045,57045,2,3,1,0,0,,0,0,,,,,0,0,0,20,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80412,三档工具学习通用卷,生活小能力学习卷轴,,生活小能力学习卷轴,57045,57045,57045,3,3,1,0,0,,0,0,,,,,0,0,0,20,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80413,三档装备凿洞学习卷,生活小能力学习卷轴,,生活小能力学习卷轴,57045,57045,57045,3,3,1,0,0,,0,0,,,,,0,0,0,20,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80414,四档装备凿洞学习卷,生活小能力学习卷轴,,生活小能力学习卷轴,57045,57045,57045,4,3,1,0,0,,0,0,,,,,0,0,0,20,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80415,三档装备制造学习卷,生活小能力学习卷轴,,生活小能力学习卷轴,57045,57045,57045,3,3,1,0,0,,0,0,,,,,0,0,0,20,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80416,四档装备制造学习卷,生活小能力学习卷轴,,生活小能力学习卷轴,57045,57045,57045,4,3,1,0,0,,0,0,,,,,0,0,0,20,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80417,三档饰品制造学习卷,生活小能力学习卷轴,,生活小能力学习卷轴,57045,57045,57045,3,3,1,0,0,,0,0,,,,,0,0,0,20,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80418,三档装备分解学习卷,生活小能力学习卷轴,,生活小能力学习卷轴,57045,57045,57045,3,3,1,0,0,,0,0,,,,,0,0,0,20,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80419,四档装备分解学习卷,生活小能力学习卷轴,,生活小能力学习卷轴,57045,57045,57045,4,3,1,0,0,,0,0,,,,,0,0,0,20,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80420,四档饰品制造学习卷,生活小能力学习卷轴,,生活小能力学习卷轴,57045,57045,57045,4,3,1,0,0,,0,0,,,,,0,0,0,20,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80421,漩涡红卡,初级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的初级卡片，可以封印在[255:0:255]所有档手套上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有1%几率增加30持续伤害，效果持续8秒，[255:0:255]封印技能1级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,2556,2556,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能1级时可以制造该卡片
80422,金刚红卡,初级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的初级卡片，可以封印在[255:0:255]所有档衣服上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有1%几率提高基础防御30，效果持续8秒，[255:0:255]封印技能2级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,4260,4260,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到2级时可以制造该卡片
80423,蝎刺红卡,初级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的初级卡片，可以封印在[255:0:255]所有档披风上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有1%几率给攻击方增加15持续伤害，效果持续8秒，[255:0:255]封印技能3级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,1704,1704,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到3级时可以制造该卡片
80424,海啸红卡,初级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的初级卡片，可以封印在[255:0:255]所有档手套上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有1%几率增加60攻击，效果持续8秒，[255:0:255]封印技能4级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,5112,5112,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到4级时可以制造该卡片
80425,红莲红卡,初级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的初级卡片，可以封印在[255:0:255]所有档腰带上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有1%几率增加300额外伤害，[255:0:255]封印技能5级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,27264,27264,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到5级时可以制造该卡片
80426,雷爪红卡,初级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的初级卡片，可以封印在[255:0:255]所有档双手武器上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有1%几率增加200暴击，效果持续8秒，[255:0:255]封印技能6级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,25560,25560,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到6级时可以制造该卡片
80427,甘露红卡,初级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的初级卡片，可以封印在[255:0:255]所有档头盔上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有1%几率回复15能量，[255:0:255]封印技能7级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,4260,4260,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到7级时可以制造该卡片
80428,曙光红卡,初级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的初级卡片，可以封印在[255:0:255]所有档护腿上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有2%几率回复200生命，[255:0:255]封印技能8级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,6816,6816,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到8级时可以制造该卡片
80429,飓风红卡,初级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的初级卡片，可以封印在[255:0:255]所有档鞋子上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有1%几率提高移动速度10%，效果持续8秒，[255:0:255]封印技能9级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,8520,8520,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到9级时可以制造该卡片
80430,漩涡银卡,中级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的中级卡片，可以封印在[255:0:255]三档或三档以上手套上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有2%几率增加60持续伤害，效果持续8秒，[255:0:255]封印技能10级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,17328,17328,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能10级时可以制造该卡片
80431,金刚银卡,中级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的中级卡片，可以封印在[255:0:255]三档或三档以上衣服上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有2%几率提高基础防御50，效果持续8秒，[255:0:255]封印技能12级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,6498,6498,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到12级时可以制造该卡片
80432,蝎刺银卡,中级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的中级卡片，可以封印在[255:0:255]三档或三档以上披风上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有2%几率给攻击方增加30持续伤害，效果持续8秒，[255:0:255]封印技能14级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,30372,30372,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到14级时可以制造该卡片
80433,海啸银卡,中级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的中级卡片，可以封印在[255:0:255]三档或三档以上手套上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有2%几率增加100攻击，效果持续8秒，[255:0:255]封印技能16级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,45558,45558,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到16级时可以制造该卡片
80434,红莲银卡,中级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的中级卡片，可以封印在[255:0:255]三档或三档以上腰带上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有2%几率增加600额外伤害，[255:0:255]封印技能18级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,645405,645405,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到18级时可以制造该卡片
80435,雷爪银卡,中级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的中级卡片，可以封印在[255:0:255]四档或四档以上双手武器上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有2%几率增加600暴击，效果持续8秒，[255:0:255]封印技能20级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,2533920,2533920,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到20级时可以制造该卡片
80436,甘露银卡,中级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的中级卡片，可以封印在[255:0:255]四档或四档以上头盔上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有2%几率回复45能量，[255:0:255]封印技能22级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,211160,211160,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到22级时可以制造该卡片
80437,曙光银卡,中级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的中级卡片，可以封印在[255:0:255]四档或四档以上护腿上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有3%几率回复400生命，[255:0:255]封印技能24级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,253392,253392,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到24级时可以制造该卡片
80438,飓风银卡,中级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的中级卡片，可以封印在[255:0:255]四档或四档以上鞋子上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有2%几率提高移动速度15%，效果持续8秒，[255:0:255]封印技能25级可以封印[/],卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,506784,506784,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,获取方法：装备分解技能达到25级时可以制造该卡片
80439,漩涡金卡,高级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的高级卡片#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有5%几率增加120持续伤害，效果持续8秒，[255:0:255]封印技能1级可以封印[/],卡片,57045,57045,57045,3,3,1,0,0,,0,0,,,,,800000,800000,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80440,金刚金卡,高级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的高级卡片#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有5%几率增加90防御，效果持续8秒，[255:0:255]封印技能1级可以封印[/],卡片,57045,57045,57045,3,3,1,0,0,,0,0,,,,,800000,800000,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80441,蝎刺金卡,高级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的高级卡片#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有5%几率增加60持续伤害，效果持续8秒，[255:0:255]封印技能1级可以封印[/],卡片,57045,57045,57045,3,3,1,0,0,,0,0,,,,,800000,800000,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80442,海啸金卡,高级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的高级卡片#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有5%几率增加180攻击，效果持续8秒,卡片,57045,57045,57045,3,3,1,0,0,,0,0,,,,,800000,800000,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80443,红莲金卡,高级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的高级卡片#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有5%几率增加1200额外伤害,卡片,57045,57045,57045,3,3,1,0,0,,0,0,,,,,800000,800000,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80444,雷爪金卡,高级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的高级卡片#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有5%几率增加1000暴击，效果持续8秒,卡片,57045,57045,57045,3,3,1,0,0,,0,0,,,,,800000,800000,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80445,甘露金卡,高级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的高级卡片#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有5%几率增加90能量,卡片,57045,57045,57045,3,3,1,0,0,,0,0,,,,,800000,800000,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80446,曙光金卡,高级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的高级卡片#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有15%几率增加800生命,卡片,57045,57045,57045,3,3,1,0,0,,0,0,,,,,800000,800000,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80447,飓风金卡,高级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的高级卡片#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有5%几率增加300速度，效果持续10秒,卡片,57045,57045,57045,3,3,1,0,0,,0,0,,,,,800000,800000,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80448,天然水晶,任务物品,,任务道具,52013,52013,52013,1,3,1,0,0,,0,0,1,,,1,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80449,魔石,任务物品,,任务道具,57050,57050,57050,1,3,1,0,0,,0,0,1,,,1,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80450,红色魔法盒,任务物品,,任务道具,57074,57074,57074,1,3,1,0,0,,0,0,1,,,1,1,1,0,,,,1,,-1,0,,-1,0,,,1,FuncPetGoods_GoodsCall,,,,,0,,,,,,
80451,绿色魔法盒,任务物品,,任务道具,57075,57075,57075,1,3,1,0,0,,0,0,1,,,1,1,1,0,,,,1,,-1,0,,-1,0,,,1,FuncPetGoods_GoodsCall,,,,,0,,,,,,
80452,黑色魔法盒,任务物品,,任务道具,57078,57078,57078,1,3,1,0,0,,0,0,1,,,1,1,1,0,,,,1,,-1,0,,-1,0,,,1,FuncPetGoods_GoodsCall,,,,,0,,,,,,
80453,一箱工具,任务物品,,任务道具,57043,57043,57043,1,3,1,0,0,,0,0,1,,,1,1,1,0,,,,1,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80454,配方钥匙,开启配方宝箱的钥匙,★  [a]用途：[/]右键点击[255:0:255]配方宝箱[/]时，会根据宝箱档次来消耗配方钥匙#★  [a]获取：[/]商城出售#★  [a]说明：[/][255:0:255]二档配方宝箱[/]消耗钥匙2把，[255:0:255]三档配方宝箱[/]消耗钥匙3把，以此类推,配方宝箱钥匙,61002,61002,61002,2,3,1,5019,0,,0,0,,,,,30,30,0,1,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80455,魔晶宝箱钥匙,开启魔晶宝箱的钥匙,★  [a]用途：[/]右键点击[255:0:255]升级魔晶宝箱[/]时，会根据魔晶档次消耗钥匙#★  [a]获取：[/]商城出售#★  [a]说明：[/][255:0:255]劣质升级魔晶宝箱[/]消耗1把，[255:0:255]普通升级魔晶宝箱[/]消耗2把,魔晶宝箱钥匙,61002,61002,61002,2,3,1,5019,0,,0,0,,,,,500,500,0,5,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80456,经验,经验,★  [19:214:3]经验[/],经验,1148,1148,1148,,3,1,0,0,,0,0,,,,,1,1,0,,,,1000,,-1,0,,-1,0,,,,,,,,,0,,,,,,
80457,过关钥匙,任务物品,★  [a]用途：[/]训练营过关钥匙#★  [a]获取：[/]在训练营中杀死BOSS获得,任务道具,61002,61002,61002,0,3,1,0,0,,0,100,,,,1,10000,10000,0,,,,1000,,-1,0,,-1,1,,,,,,1,1,,0,,,,,,
80458,超级漩涡卡,超级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的超级卡片，可以封印在[255:0:255]所有档手套上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有5%几率增加30持续伤害，效果持续8秒，封印技能1级可以封印,卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,13632,13632,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80459,超级金刚卡,超级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的超级卡片，可以封印在[255:0:255]所有档衣服上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有5%几率提高基础防御30，效果持续8秒，封印技能2级可以封印,卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,21300,21300,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80460,超级蝎刺卡,超级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的超级卡片，可以封印在[255:0:255]所有档披风上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有5%几率给攻击方增加15持续伤害，效果持续8秒，封印技能3级可以封印,卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,6816,6816,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80461,超级海啸卡,超级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的超级卡片，可以封印在[255:0:255]所有档手套上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有5%几率增加60攻击，效果持续8秒，封印技能4级可以封印,卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,27264,27264,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80462,超级红莲卡,超级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的超级卡片，可以封印在[255:0:255]所有档腰带上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有5%几率增加300额外伤害，封印技能5级可以封印,卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,135468,135468,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80463,超级雷爪卡,超级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的超级卡片，可以封印在[255:0:255]所有档双手武器上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有5%几率增加200暴击，效果持续8秒，封印技能6级可以封印,卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,102240,102240,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80464,超级甘露卡,超级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的超级卡片，可以封印在[255:0:255]所有档头盔上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：被普通攻击时，有3%几率回复15能量，封印技能7级可以封印,卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,12780,12780,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
80465,超级曙光卡,超级封印所需卡片,★  [a]用途：[/]生活技能[255:0:255]封印[/]所需的超级卡片，可以封印在[255:0:255]所有档护腿上[/]#★  [a]获取：[/]分解技能制造#★  [a]说明：[/]卡片封印后效果为：普通攻击时，有6%几率回复200生命，封印技能8级可以封印,卡片,57045,57045,57045,2,3,1,8002,0,,0,0,,,,,25560,25560,0,,,,1000,,-1,1,,-1,0,,,,,,,,,0,,,,,,
