1,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,购物卷买入,买入士气,点卷购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切换地图是否消失,物品冷却ID,物品排序,lUseType_LUA,szGoods_LUA[64],死亡销毁,下线掉落,切换地图掉落,能否放仓库,交易所分类查询,BcmPickupMessage,long lDropCallLua,long lBaseParam_1,long lBaseParam_2,long lBaseParam_3,参数1,参数2,参数3,参数4,luA函数名
30182,地狱项链大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：饰品制造,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,182,0,0,0,WorkSkill_StudySkillByGoods
30183,猛兽之戒学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：饰品制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,80,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,183,0,0,0,WorkSkill_StudySkillByGoods
30184,猛兽之戒专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：饰品制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,184,0,0,0,WorkSkill_StudySkillByGoods
30185,猛兽之戒大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：饰品制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,185,0,0,0,WorkSkill_StudySkillByGoods
30186,鬼魅之戒学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：饰品制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,80,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,186,0,0,0,WorkSkill_StudySkillByGoods
30187,鬼魅之戒专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：饰品制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,187,0,0,0,WorkSkill_StudySkillByGoods
30188,鬼魅之戒大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：饰品制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,188,0,0,0,WorkSkill_StudySkillByGoods
30189,地狱之戒学徒卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：饰品制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,80,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,189,0,0,0,WorkSkill_StudySkillByGoods
30190,地狱之戒专家卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：饰品制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,190,0,0,0,WorkSkill_StudySkillByGoods
30191,地狱之戒大师卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：饰品制造,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,191,0,0,0,WorkSkill_StudySkillByGoods
30192,三档武器分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,160,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,192,0,0,0,WorkSkill_StudySkillByGoods
30193,三档衣服分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,160,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,193,0,0,0,WorkSkill_StudySkillByGoods
30194,三档帽子分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,190,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,194,0,0,0,WorkSkill_StudySkillByGoods
30195,三档手套分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,195,0,0,0,WorkSkill_StudySkillByGoods
30196,三档鞋子分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,220,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,196,0,0,0,WorkSkill_StudySkillByGoods
30197,三档护腿分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,250,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,197,0,0,0,WorkSkill_StudySkillByGoods
30198,三档腰带分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,280,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,198,0,0,0,WorkSkill_StudySkillByGoods
30199,三档装备分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,1,2,4,0,0,0,0,0,0,0,,0,0,0,0,320,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,199,0,0,0,WorkSkill_StudySkillByGoods
30200,四档武器分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,360,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,200,0,0,0,WorkSkill_StudySkillByGoods
30201,四档衣服分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,360,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,201,0,0,0,WorkSkill_StudySkillByGoods
30202,四档帽子分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,400,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,202,0,0,0,WorkSkill_StudySkillByGoods
30203,四档手套分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,440,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,203,0,0,0,WorkSkill_StudySkillByGoods
30204,四档鞋子分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,480,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,204,0,0,0,WorkSkill_StudySkillByGoods
30205,四档护腿分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,520,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,205,0,0,0,WorkSkill_StudySkillByGoods
30206,四档腰带分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,570,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,206,0,0,0,WorkSkill_StudySkillByGoods
30207,四档装备分解卷轴,技能学习卷轴,★  [a]用途：[/]不详#★  [a]获取：[/]无产出#★  [a]说明：[/]不详,所属技能：装备分解,57045,57045,57045,2,2,4,0,0,0,0,0,0,0,,0,0,0,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,207,0,0,0,WorkSkill_StudySkillByGoods
31001,碧灵兽卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动赠送#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,1,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,1,0,0,0,
31002,土灵兽卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]任务赠送#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,1,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,0,0,0,0,,,,,,,,,0,,,,,,3,0,0,0,
31003,机械灵兽卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动赠送#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,1,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,4,0,0,0,
31004,花泥兽卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动赠送#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,1,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,5,0,0,0,
31005,光灵兽卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,11,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,6,0,0,0,
31006,熊宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,11,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,7,0,0,0,
31007,粉红魔灵卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,11,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,8,0,0,0,
31008,橡皮怪卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,13,0,0,0,
31009,蝈蝈卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,14,0,0,0,
31010,黄风怪卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,15,0,0,0,
31011,熊兽卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,41,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,20,0,0,0,
31012,恶魔椅卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,41,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,21,0,0,0,
31013,蝶精灵卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,41,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,22,0,0,0,
31014,雷霆兽卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]游戏商城以及云游商人处出售#★  [a]说明：[/]雷霆幼兽，闪电攻击，特殊附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,1,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,2,0,0,0,
31015,绿龙宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,11,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,11,0,0,0,
31016,恶魔猪卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,11,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,12,0,0,0,
31017,瑞狐卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,16,0,0,0,
31018,RT-X卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,17,0,0,0,
31019,三尾灵猫卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]快递任务产出#★  [a]说明：[/]普通附身卡,宠物附身卡,104751,104751,104751,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,,,,,,18,0,0,0,
31020,火炎兽卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]30级以上BOSS掉落#★  [a]说明：[/]地狱恶犬，燃烧攻击，高级附身卡,宠物附身卡,1644,1644,1644,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,19,0,0,0,
31021,深渊毒龙卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]30级以上BOSS掉落#★  [a]说明：[/]深渊飞龙，毒性攻击，高级附身卡,宠物附身卡,1644,1644,1644,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,23,0,0,0,
31022,凤凰宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]55级以上BOSS掉落#★  [a]说明：[/]烈火幼鸟，范围燃烧，高级附身卡,宠物附身卡,1644,1644,1644,2,2,15,5035,0,40,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,24,0,0,0,
31023,粉红兔宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]中秋节活动兔子BOSS#★  [a]说明：[/]特殊附身卡,宠物附身卡,1644,1644,1644,2,2,15,5035,0,1,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,25,0,0,0,
31024,火龙宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]神秘之地产出#★  [a]说明：[/]火龙之子，烈焰喷吐，高级附身卡,宠物附身卡,1644,1644,1644,2,2,15,5035,0,41,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,26,0,0,0,
31025,小塔夫卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]神秘之地产出#★  [a]说明：[/]塔夫之子，强力击退，高级附身卡,宠物附身卡,1644,1644,1644,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,27,0,0,0,
31026,白虎宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]春节活动#★  [a]说明：[/]超级小老虎，虎年吉祥物,宠物附身卡,1644,1644,1644,2,2,15,5035,0,11,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,28,0,0,0,
31027,人马刀斧手卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]兄弟会永远的守护宠物,宠物附身卡,1644,1644,1644,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,29,0,0,0,
31028,人马祭司卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]兄弟会永远的守护宠物,宠物附身卡,1644,1644,1644,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,31,0,0,0,
31029,人马狙击手卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]兄弟会永远的守护宠物,宠物附身卡,1644,1644,1644,2,2,15,5035,0,26,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,30,0,0,0,
31030,天使宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]神圣的天使，能增加主人的攻击力，自身也受到天神的祝福。,宠物附身卡,1644,1644,1644,2,2,15,5035,0,41,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,32,0,0,0,
31031,足球宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]世界同庆，万人瞩目，我就是那个足球！,宠物附身卡,1644,1644,1644,2,2,15,5035,0,1,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,33,0,0,0,
31032,爱丽丝一号卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]狂欢大派对的主角之一，能为大家演绎一场名叫欢乐的表演,宠物附身卡,1644,1644,1644,2,2,15,5035,0,11,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,34,0,0,0,
31033,漫游精灵卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]狂欢大派对的主角之一，能为大家演绎一场名叫快乐的表演,宠物附身卡,1644,1644,1644,2,2,15,5035,0,11,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,35,0,0,0,
31034,小神兽宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]“星火战队”活动产出#★  [a]说明：[/]用动听的绵羊音唱着快乐的曲子，从遥远的戈壁沙漠来到你的身边,宠物附身卡,1644,1644,1644,2,2,15,5035,0,11,0,0,1,1,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,36,0,0,0,
31037,红桃皇后卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]腾讯游戏嘉年华活动产出#★  [a]说明：[/]哪里有嘉年华的欢呼声，哪里就有红桃皇后的身影,宠物附身卡,1644,1644,1644,2,2,15,5035,0,11,0,0,1,1,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,39,0,0,0,
31038,恶魔宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]来自地狱的恶魔之子，能诅咒周围敌对玩家，降低其三系攻击力。,宠物附身卡,1644,1644,1644,2,2,15,5035,0,41,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,40,0,0,0,
31039,雪女宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]来自冰雪世界的公主，能带给主人来自雪国的祝福,宠物附身卡,1644,1644,1644,2,2,15,5035,0,41,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,41,0,0,0,
31040,年兔宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]可爱年兔宝宝陪你喜迎新春，愿你新年快乐，阖家幸福！,宠物附身卡,1644,1644,1644,2,2,15,5035,0,11,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,43,0,0,0,
31041,克苏恩宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]克苏恩是掌管火之元素的魔人，被撒旦任命火魔使者。,宠物附身卡,1644,1644,1644,2,2,15,5035,0,1,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,44,0,0,0,
31042,佩罗恩宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]佩罗恩是掌管冰之元素的魔人，被撒旦任命冰魔使者。,宠物附身卡,1644,1644,1644,2,2,15,5035,0,1,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,45,0,0,0,
31043,堕天使宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]掌管黑暗与灾难的堕落天使，当你背叛自己灵魂之际，他就会降临！,宠物附身卡,1644,1644,1644,2,2,15,5035,0,41,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,42,0,0,0,
31044,护士宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]倾情奉献，英雄岛首张人形宝宝卡，超有爱护士姐姐,宠物附身卡,1644,1644,1644,2,2,15,5035,0,11,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,46,0,0,0,
31045,美美沙宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]击杀BOSS领主毒寡妇美美沙将有几率掉落#★  [a]说明：[/]毒寡妇美人宝宝卡，你敢要吗？（注：普通攻击是物理伤害，技能攻击是魔法伤害）,宠物附身卡,1644,1644,1644,2,2,15,5035,0,35,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,47,0,0,0,
31046,炎龙宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]说明：[/]2012年贺岁巨献，至尊宝宝卡，炎龙！,宠物附身卡,1644,1644,1644,2,2,15,5035,0,41,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,48,0,0,0,
31047,复仇者宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]特征：[/]“复仇者”拥有点燃和冰霜两个技能：点燃可以在5秒内持续燃烧敌人，每秒降低最大生命值2%的血量。冰霜：5秒内降低敌方移动速度10%。#★  [a]说明：[/]上述两个技能随机触发，触发后将给主人增加一个5秒的技能效果时间，5秒内主人使用技能攻击敌方单位将产生对应的效果。#★  [a]类型：[/]高级附身卡,宠物附身卡,1644,1644,1644,2,2,15,5035,0,40,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,49,0,0,0,
31048,丛林猎手宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]特征：[/]“丛林猎手”拥有放置捕兽夹的技能：当主人受到攻击时，猎手宝宝会在自己脚下随机放置捕兽夹，当敌人靠近捕兽夹将会被减速，并受到一定的伤害。#★  [a]说明：[/]暑期巨献，至尊宝宝卡。,宠物附身卡,1644,1644,1644,2,2,15,5035,0,25,0,0,0,0,,0,10000,10000,0,620,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,50,0,0,0,
31049,射手吉奥宝宝卡,宠物附身卡,★  [a]用途：[/]宠物附身卡#★  [a]获取：[/]活动产出#★  [a]特征：[/]“射手吉奥”快速射出手中的箭，击杀面前的敌人。#★  [a]说明：[/]射死一切来犯之敌。,宠物附身卡,1644,1644,1644,2,2,15,5035,0,25,0,0,0,0,,0,10000,10000,0,60000,,,1,1,-1,1,0,0,0,,,,,,,,,0,1,,,,,51,0,0,0,
31101,宠物小型寿命灵芝,宠物寿命道具,★  [a]用途：[/]右键使用后，增加10点宠物的寿命#★  [a]获取：[/]商城出售,宠物寿命道具,104739,104739,104739,2,2,16,5036,0,0,0,0,0,0,,0,20000,40000,0,200,,,1000,1,-1,1,0,0,0,,,,,,,,,0,,,,,,1280,0,0,0,
31102,宠物中型寿命灵芝,宠物寿命道具,★  [a]用途：[/]右键使用后，增加30点宠物的寿命,宠物寿命道具,104740,104740,104740,2,2,16,0,0,0,0,0,0,0,,0,40000,80000,0,400,,,1000,1,-1,1,0,0,0,,,,,,,,,0,,,,,,3840,0,0,0,
