物品ID,名字,描述,物品详细描述(127汉字),物品类型描述,物品栏图片,地上图片,缩小图片,等级,物品分类,物品子类,lBourseClass,生物最多拥有个数,需求爵位,需求状态,死亡掉落几率,获取绑定,装备绑定,销毁标志,出售标志,买入价格,买入购物券,买入士气,点券购买,卖出价格,卖出士气,叠放数量,使用消失,流通次数,物品转移记录,存在时间的类型,存在时间,切地图消失,冷却ID,排序等级,,,,,,,,BcmPickupMessage,long lDropCallLua,long lParam_1,long lParam_2,long lParam_3,需求技能,基本效果ID1,基本效果ID2,基本效果ID3,基本效果ID4,基本效果ID5,基本效果ID6,基本效果ID7,基本效果ID8,卡片数,卡片数,精炼等级?,最大耐久上限,装备种类,套装ID,攻击速度,攻击动作,鉴定费用,可装备的位置1,可装备的位置2,可装备的位置3,可装备的位置4,制造属性1的ID1，固定类型,制造属性2的ID2，固定类型,制造属性3的ID，不可升级,精炼属性ID,精炼的3级熟练度配置,lE_Slot_Min,lE_Slot_Max,部件ID1,男外形_游1,女外形_游1,男外形1,女外形1,部件ID2,男外形_游2,女外形_游2,男外形2,女外形2,部件ID3,男外形_游3,女外形_游3,男外形3,女外形3,lHideHair,lHideHair,lHideHair,能否升级,合成原料1,原料1数量,合成原料2,原料2数量,合成原料3,原料3数量,合成原料4,原料4数量,合成原料5,原料5数量,可镶嵌的宝石种类,可镶嵌的宝石档次上限,,long lULShowID[UL_STATEID_MAX],NeedSex,lAddCallLua,lNotShowBedeck,lAddTimeNeedNum,RepairPayforType,装备降级类型
10415,闪光龙鳞[8档],8档士气装备，★ 提高生命上限，每2秒恢复生命#★ 受到攻击时有概率出现格挡，出现格挡时免除部分伤害[/]#★ [a]只能装备一个，效果可以和念力盾累加,★ 提高生命上限，每2秒恢复生命#★ 受到攻击时有概率出现格挡，出现格挡时免除部分伤害[/]#★ [a]只能装备一个，效果可以和念力盾累加,士气装备,57010,57010,57010,8,1,,0,1,0,0,0,1,,,,,,5292,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,91052,95239,95536,96008,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10151,1,10162,1,10030,1,,,,,,,,,,,,,,
10416,闪光龙鳞[9档],9档士气装备，★ 提高生命上限，每2秒恢复生命#★ 受到攻击时有概率出现格挡，出现格挡时免除部分伤害[/]#★ [a]只能装备一个，效果可以和念力盾累加,★ 提高生命上限，每2秒恢复生命#★ 受到攻击时有概率出现格挡，出现格挡时免除部分伤害[/]#★ [a]只能装备一个，效果可以和念力盾累加,士气装备,57010,57010,57010,9,1,,0,1,0,0,0,1,,,,,,6350,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,91053,95240,95537,96009,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10152,1,10163,1,10031,1,,,,,,,,,,,,,,
10417,闪光龙鳞[荣誉],荣誉士气装备，★ 提高生命上限，每2秒恢复生命#★ 受到攻击时有概率出现格挡，出现格挡时免除部分伤害[/]#★ [a]只能装备一个，效果可以和念力盾累加,★ 提高生命上限，每2秒恢复生命#★ 受到攻击时有概率出现格挡，出现格挡时免除部分伤害[/]#★ [a]只能装备一个，效果可以和念力盾累加,士气装备,57010,57010,57010,10,1,,0,1,0,0,0,1,,,,,,2470,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,91050,95237,95538,96010,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10153,1,10164,1,10032,1,,,,,,,,,,,,,,
10418,闪光龙鳞[元力],元力士气装备，★ 提高生命上限，每2秒恢复生命#★ 受到攻击时有概率出现格挡，出现格挡时免除部分伤害[/]#★ [a]只能装备一个，效果可以和念力盾累加,★ 提高生命上限，每2秒恢复生命#★ 受到攻击时有概率出现格挡，出现格挡时免除部分伤害[/]#★ [a]只能装备一个，效果可以和念力盾累加,士气装备,57010,57010,57010,11,1,,0,1,0,0,0,1,,,,,,2470,,,0,1,,-1,,,-1,1,,,,,,,,,,,,,,,,91050,95237,95539,96011,812011,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10154,1,10165,1,10033,1,,,,,,,,,,,,,,
10419,圣律之石[1档],1档士气装备，★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],士气装备,57016,57016,57016,1,1,,0,1,0,0,0,1,,,,,,290,,,87,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93320,95243,95540,96012,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10420,圣律之石[2档],2档士气装备，★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],士气装备,57016,57016,57016,2,1,,0,1,0,0,0,1,,,,,,580,,,174,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93321,95244,95541,96013,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10421,圣律之石[3档],3档士气装备，★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],士气装备,57016,57016,57016,3,1,,0,1,0,0,0,1,,,,,,773,,,232,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93322,95245,95542,96014,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10422,圣律之石[4档],4档士气装备，★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],士气装备,57016,57016,57016,4,1,,0,1,0,0,0,1,,,,,,1884,,,565,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93323,95246,95543,96015,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10423,圣律之石[5档],5档士气装备，★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],士气装备,57016,57016,57016,5,1,,0,1,0,0,0,1,,,,,,2367,,,710,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93324,95247,95544,96016,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10424,圣律之石[6档],6档士气装备，★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],士气装备,57016,57016,57016,6,1,,0,1,0,0,0,1,,,,,,3156,,,947,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93325,95248,95545,96017,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10425,圣律之石[7档],7档士气装备，★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],士气装备,57016,57016,57016,7,1,,0,1,0,0,0,1,,,,,,5120,,,1536,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93326,95249,95546,96018,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10426,圣律之石[8档],8档士气装备，★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],士气装备,57016,57016,57016,8,1,,0,1,0,0,0,1,,,,,,6762,,,2029,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93327,95250,95547,96019,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10427,圣律之石[9档],9档士气装备，★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],士气装备,57016,57016,57016,9,1,,0,1,0,0,0,1,,,,,,8114,,,2434,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93328,95251,95548,96020,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10428,圣律之石[荣誉],荣誉士气装备，★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],士气装备,57016,57016,57016,10,1,,0,1,0,0,0,1,,,,,,3156,,,947,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93329,95252,95549,96021,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10429,圣律之石[元力],元力士气装备，★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],★ 同时提高所有类型的攻击力#★ 提高普通攻击速度＋3%[/]#★ [a]该装备同时只能拥有一件[/],士气装备,57016,57016,57016,11,1,,0,1,0,0,0,1,,,,,,3156,,,947,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93330,95253,95550,96022,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10430,佐罗妖刀[1档],1档士气装备，★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,士气装备,62001,62001,62001,1,1,,0,1,0,0,0,1,,,,,,151,,,155,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93331,95254,95551,96023,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10199,1,10210,1,,,,,,,,,,,,,,,,
10431,佐罗妖刀[2档],2档士气装备，★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,士气装备,62001,62001,62001,2,1,,0,1,0,0,0,1,,,,,,302,,,310,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93332,95255,95552,96024,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10200,1,10211,1,,,,,,,,,,,,,,,,
10432,佐罗妖刀[3档],3档士气装备，★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,士气装备,62001,62001,62001,3,1,,0,1,0,0,0,1,,,,,,403,,,414,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93333,95256,95553,96025,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10201,1,10212,1,,,,,,,,,,,,,,,,
10433,佐罗妖刀[4档],4档士气装备，★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,士气装备,62001,62001,62001,4,1,,0,1,0,0,0,1,,,,,,983,,,1007,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93334,95257,95554,96026,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10202,1,10213,1,,,,,,,,,,,,,,,,
10434,佐罗妖刀[5档],5档士气装备，★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,士气装备,62001,62001,62001,5,1,,0,1,0,0,0,1,,,,,,1235,,,1266,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93335,95258,95555,96027,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10203,1,10214,1,,,,,,,,,,,,,,,,
10435,佐罗妖刀[6档],6档士气装备，★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,士气装备,62001,62001,62001,6,1,,0,1,0,0,0,1,,,,,,1646,,,1688,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93336,95259,95556,96028,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10204,1,10215,1,,,,,,,,,,,,,,,,
10436,佐罗妖刀[7档],7档士气装备，★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,士气装备,62001,62001,62001,7,1,,0,1,0,0,0,1,,,,,,2671,,,2738,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93337,95260,95557,96029,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10205,1,10216,1,,,,,,,,,,,,,,,,
10437,佐罗妖刀[8档],8档士气装备，★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,士气装备,62001,62001,62001,8,1,,0,1,0,0,0,1,,,,,,3528,,,3616,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93338,95261,95558,96030,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10206,1,10217,1,,,,,,,,,,,,,,,,
10438,佐罗妖刀[9档],9档士气装备，★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,士气装备,62001,62001,62001,9,1,,0,1,0,0,0,1,,,,,,4234,,,4340,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93339,95262,95559,96031,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10207,1,10218,1,,,,,,,,,,,,,,,,
10439,佐罗妖刀[荣誉],荣誉士气装备，★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,士气装备,62001,62001,62001,10,1,,0,1,0,0,0,1,,,,,,1646,,,1688,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93340,95263,95560,96032,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10208,1,10219,1,,,,,,,,,,,,,,,,
10440,佐罗妖刀[元力],元力士气装备，★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,★ 提高火药攻击力和基础防御#★ 提高普通攻击速度＋5%#★ 提高移动速度＋5%,士气装备,62001,62001,62001,11,1,,0,1,0,0,0,1,,,,,,1646,,,1688,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93341,95264,95561,96033,812012,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10209,1,10220,1,,,,,,,,,,,,,,,,
10441,天堂法袍[1档],1档士气装备，★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,士气装备,63501,63501,63501,1,1,,0,0,0,0,0,1,,,,,,0,,,250,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93342,95265,91067,92023,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10133,1,10144,1,10287,1,,,,,,,,,,,,,,
10442,天堂法袍[2档],2档士气装备，★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,士气装备,63501,63501,63501,2,1,,0,0,0,0,0,1,,,,,,0,,,499,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93343,95266,91068,92024,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10134,1,10145,1,10288,1,,,,,,,,,,,,,,
10443,天堂法袍[3档],3档士气装备，★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,士气装备,63501,63501,63501,3,1,,0,0,0,0,0,1,,,,,,0,,,666,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93344,95267,91069,92025,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10135,1,10146,1,10289,1,,,,,,,,,,,,,,
10444,天堂法袍[4档],4档士气装备，★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,士气装备,63501,63501,63501,4,1,,0,0,0,0,0,1,,,,,,0,,,1622,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93345,95268,91070,92026,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10136,1,10147,1,10290,1,,,,,,,,,,,,,,
10445,天堂法袍[5档],5档士气装备，★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,士气装备,63501,63501,63501,5,1,,0,0,0,0,0,1,,,,,,0,,,2037,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93346,95269,91071,92027,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10137,1,10148,1,10291,1,,,,,,,,,,,,,,
10446,天堂法袍[6档],6档士气装备，★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,士气装备,63501,63501,63501,6,1,,0,0,0,0,0,1,,,,,,0,,,2716,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93347,95270,91072,92028,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10138,1,10149,1,10292,1,,,,,,,,,,,,,,
10447,天堂法袍[7档],7档士气装备，★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,士气装备,63501,63501,63501,7,1,,0,0,0,0,0,1,,,,,,0,,,4408,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93348,95271,91073,92029,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10139,1,10150,1,10293,1,,,,,,,,,,,,,,
10448,天堂法袍[8档],8档士气装备，★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,士气装备,63501,63501,63501,8,1,,0,0,0,0,0,1,,,,,,0,,,5821,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93349,95272,91074,92030,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10140,1,10151,1,10294,1,,,,,,,,,,,,,,
10449,天堂法袍[9档],9档士气装备，★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,士气装备,63501,63501,63501,9,1,,0,0,0,0,0,1,,,,,,0,,,6986,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93350,95273,91075,92031,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10141,1,10152,1,10295,1,,,,,,,,,,,,,,
10450,天堂法袍[荣誉],荣誉士气装备，★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,士气装备,63501,63501,63501,10,1,,0,0,0,0,0,1,,,,,,0,,,2716,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93347,95270,91072,92028,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10142,1,10153,1,10296,1,,,,,,,,,,,,,,
10451,天堂法袍[元力],元力士气装备，★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,★ 同时提高生命上限和能量上限#★ 每2秒恢复生命和能量,士气装备,63501,63501,63501,11,1,,0,0,0,0,0,1,,,,,,0,,,2716,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93347,95270,91072,92028,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10143,1,10154,1,10297,1,,,,,,,,,,,,,,
10452,秘法师风袋[1档],1档士气装备，★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,士气装备,104019,104019,104019,1,1,,0,1,0,0,0,1,,,,,,277,,,465,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93353,95276,95562,90023,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10485,1,10188,1,,,,,,,,,,,,,,,,
10453,秘法师风袋[2档],2档士气装备，★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,士气装备,104019,104019,104019,2,1,,0,1,0,0,0,1,,,,,,554,,,930,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93354,95277,95563,90024,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10486,1,10189,1,,,,,,,,,,,,,,,,
10454,秘法师风袋[3档],3档士气装备，★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,士气装备,104019,104019,104019,3,1,,0,1,0,0,0,1,,,,,,739,,,1240,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93355,95278,95564,90025,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10487,1,10190,1,,,,,,,,,,,,,,,,
10455,秘法师风袋[4档],4档士气装备，★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,士气装备,104019,104019,104019,4,1,,0,1,0,0,0,1,,,,,,1802,,,3023,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93356,95279,95565,90026,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10488,1,10191,1,,,,,,,,,,,,,,,,
10456,秘法师风袋[5档],5档士气装备，★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,士气装备,104019,104019,104019,5,1,,0,1,0,0,0,1,,,,,,2264,,,3798,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93357,95280,95566,90027,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10489,1,10192,1,,,,,,,,,,,,,,,,
10457,秘法师风袋[6档],6档士气装备，★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,士气装备,104019,104019,104019,6,1,,0,1,0,0,0,1,,,,,,3018,,,5062,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93358,95281,95567,90028,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10490,1,10193,1,,,,,,,,,,,,,,,,
10458,秘法师风袋[7档],7档士气装备，★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,★ 提高物理攻击力#★ 提高生命上限和基础防御#★ 普通攻击吸血＋25%#★ [a]高级吸血效果覆盖低级吸血效果,士气装备,104019,104019,104019,7,1,,0,1,0,0,0,1,,,,,,4897,,,8214,1,,-1,,,-1,1,,,,,,,,,,,,,,,,93359,95282,95568,90029,,,,,,,,12800,17,,,,,-1,-1,-1,-1,,,,,,,,-1,,,,,-1,,,,,-1,,,,,,,,,10491,1,10194,1,,,,,,,,,,,,,,,,
